id,first_name,last_name,full_name,height_feet,height_inches,actual_height_ft,position,weight_pounds,team.id,team.abbreviation,team.city,team.conference,team.division,team.full_name,team.name,mpg,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,blk,stl,pf,turnover,pts,TmMP,TmFGA,TmFTA,TmTOV,usage
3180,Juan,Toscano-Anderson,Juan Toscano-Anderson,6,6,6.5,F,209,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,12.3,1,2.5,0.4,0.2,1.1,0.182,0.4,0.5,0.8,0.1,2,2.1,0.5,0.3,0.3,1.7,0.8,2.6,238.8666667,88.67,23.89,13.85,12.09548317
3181,Matt ,Ryan,Matt  Ryan,6,7,6.58,F,215,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,12.2,1.5,4.4,0.341,1.3,3.1,0.419,0.4,0.5,0.8,0.2,1.1,1.3,0.3,0,0.2,1.4,0.3,4.7,238.8666667,88.67,23.89,13.85,17.04476201
83,Clint,Capela,Clint Capela,6,10,6.833333333,C,240,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,27.21666667,4.44,7.67,0.58,0,0,0,0.89,1.67,0.533,3.44,6.56,10,0.78,1.78,0.89,1.78,0.89,9.78,218.6166667,85.21,19.07,11.37,14.22492128
101,John,Collins,John Collins,6,10,6.833333333,F-C,235,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,33,5.11,9.78,0.523,0.78,3,0.259,1.78,2,0.889,1.89,7.78,9.67,1,1.67,0.89,3.56,1.67,12.78,218.6166667,85.21,19.07,11.37,15.56302064
213,Aaron,Holiday,Aaron Holiday,6,1,6.083333333,G,185,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,19.1,2.11,4.44,0.475,0.78,1.22,0.636,0.67,0.78,0.857,0.56,0.78,1.33,1.67,0.33,0.78,1.33,0.89,5.67,218.6166667,85.21,19.07,11.37,12.37198782
215,Justin,Holiday,Justin Holiday,6,6,6.5,F-G,181,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,19.1,2.22,6.11,0.364,1.22,4.22,0.289,0,0,0,0,0.78,0.78,1.56,0.33,0.44,2.11,0.22,5.67,218.6166667,85.21,19.07,11.37,13.80432259
252,Frank,Kaminsky,Frank Kaminsky,7,0,7,F-C,242,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,1.1,0,0.11,0,0,0.11,0,0.44,0.44,1,0,0.33,0.33,0.22,0,0,0.22,0.11,0.44,218.6166667,85.21,19.07,11.37,15.66147284
334,Dejounte,Murray,Dejounte Murray,6,5,6.416666667,G,170,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,37,8.78,19.22,0.457,2.22,6.11,0.364,2.22,2.56,0.87,0.67,5.67,6.33,8.11,0.56,2.56,1.78,2.56,22,218.6166667,85.21,19.07,11.37,25.78694375
490,Trae,Young,Trae Young,6,2,6.166666667,G,180,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,35.1,8.67,22.78,0.38,2.44,8,0.306,8.44,9.22,0.916,0.89,2.44,3.33,9.44,0.22,0.67,1.78,3.33,28.22,218.6166667,85.21,19.07,11.37,35.79866937
3093,Onyeka,Okongwu,Onyeka Okongwu,6,8,6.67,F,240,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,19.8,3.5,5.4,0.653,0,0.1,0,0.7,1.1,0.667,2.1,3.8,5.9,1.1,0.8,0.6,3.2,0.6,7.7,218.6166667,85.21,19.07,11.37,13.64025762
3094,AJ,Griffin,AJ Griffin,6,6,6.5,F,222,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,13.4,2.7,5.6,0.484,1.1,2.7,0.4,0.3,0.3,1,0.7,1,1.7,0.6,0,0.6,0.9,0.6,6.8,218.6166667,85.21,19.07,11.37,19.6825274
3218,Jalen,Johnson,Jalen Johnson,6,8,6.67,F,219,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,13.8,1.8,4.1,0.435,0.2,1.4,0.143,0.7,1,0.667,0.5,2.7,3.2,0.7,0.3,0.7,1.4,0.5,4.5,218.6166667,85.21,19.07,11.37,15.21234642
65,Malcolm,Brogdon,Malcolm Brogdon,6,5,6.416666667,G,229,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,24.21666667,5.22,10.56,0.495,1.22,3.22,0.379,3.22,3.56,0.906,0.67,2.67,3.33,3.78,0.11,0.67,1.56,1.89,14.89,252.4166667,87.59,23.77,13.02,26.30740812
70,Jaylen,Brown,Jaylen Brown,6,7,6.583333333,G,220,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,37.1,9.11,20,0.456,2.67,7.56,0.353,4.44,5.22,0.851,1.11,5.33,6.44,2.89,0.67,0.89,3,2.78,25.33,252.4166667,87.59,23.77,13.02,30.72233001
189,Blake,Griffin,Blake Griffin,6,10,6.833333333,F,250,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,5.433333333,0.56,1.33,0.417,0.22,0.56,0.4,0.56,0.67,0.833,0.56,0.78,1.33,0.56,0,0.22,1,0.44,1.89,252.4166667,87.59,23.77,13.02,17.27299252
219,Al,Horford,Al Horford,6,10,6.833333333,C-F,245,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,24.33333333,2.67,5.78,0.462,1.33,3.78,0.353,0.33,0.44,0.75,0.89,3.78,4.67,1.67,0.56,0.11,1.89,0.78,7,252.4166667,87.59,23.77,13.02,12.61507023
235,Justin,Jackson,Justin Jackson,6,8,6.666666667,F,210,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,1.1,0.22,0.44,0.5,0.22,0.33,0.667,0,0,0,0,0,0,0,0,0,0.11,0,0.67,252.4166667,87.59,23.77,13.02,18.1809233
261,Luke,Kornet,Luke Kornet,7,1,7.083333333,F-C,250,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,8.1,0.56,1.11,0.5,0.11,0.33,0.333,0.33,0.44,0.75,0.67,1.11,1.78,0.89,0.56,0.22,0.78,0.44,1.56,252.4166667,87.59,23.77,13.02,9.784030203
420,Marcus,Smart,Marcus Smart,6,4,6.333333333,G,220,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,33.66666667,3.67,9.56,0.384,1.56,5.56,0.28,2,2.22,0.9,0.22,2.89,3.11,6,0.22,1,3,1.67,10.89,252.4166667,87.59,23.77,13.02,16.48001692
434,Jayson,Tatum,Jayson Tatum,6,8,6.666666667,F,208,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,37.55,9.78,19.56,0.5,3.44,9,0.383,7.33,8.11,0.904,0.89,7.11,8,4.22,1.44,0.89,1.89,2.78,30.33,252.4166667,87.59,23.77,13.02,31.36076119
459,Noah,Vonleh,Noah Vonleh,6,9,6.75,F,250,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,9.883333333,1.11,1.89,0.588,0.11,0.11,1,0,0,0,1.33,1.56,2.89,0.11,0.67,0.22,2.11,0.67,2.33,252.4166667,87.59,23.77,13.02,11.77314426
473,Derrick,White,Derrick White,6,4,6.333333333,G,190,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,26.43333333,3,6.56,0.458,1.44,3.44,0.419,0.89,1.11,0.8,0.56,2.78,3.33,2.78,0.78,0.56,3.11,0.67,8.33,252.4166667,87.59,23.77,13.02,13.27184474
3136,Grant,Williams,Grant Williams,6,6,6.5,F,236,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,28.2,3.4,5.7,0.588,1.8,3.6,0.5,1.4,1.7,0.833,0.7,4,4.7,1.7,0.6,0.6,2.7,0.8,9.9,252.4166667,87.59,23.77,13.02,11.68221029
3137,Sam,Hauser,Sam Hauser,6,7,6.58,F,217,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,16.4,2.7,5.1,0.532,2.2,4.5,0.485,0.2,0.3,0.75,0.3,1.9,2.2,0.5,0.3,0.3,1.3,0.1,7.9,252.4166667,87.59,23.77,13.02,14.77754314
69,Bruce,Brown,Bruce Brown,6,5,6.416666667,G,202,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,27.1,4.33,8.89,0.487,1.56,3.67,0.424,0.67,1,0.667,1.11,2.11,3.22,4,0.33,0.67,1.89,1.11,10.89,224.6,84.79,20.8,14.79,15.91525418
81,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,6,5,6.416666667,G,205,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,27.76666667,3.56,7.33,0.485,2.33,4.33,0.538,0.67,1,0.667,0.33,2.78,3.11,2.67,0.44,1.22,2.11,1,10.11,224.6,84.79,20.8,14.79,13.04842873
177,Aaron,Gordon,Aaron Gordon,6,9,6.75,F,220,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,28.43333333,6,10.67,0.563,0.89,3.11,0.286,1.67,3,0.556,2.22,4,6.22,2,1.11,0.22,1.22,1.11,14.56,224.6,84.79,20.8,14.79,19.03381704
188,Jeff,Green,Jeff Green,6,9,6.75,F,235,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,20.33333333,3.11,6.22,0.5,0.56,1.56,0.357,1.89,2.56,0.739,1,2.33,3.33,1.22,0,0.67,2,1,8.67,224.6,84.79,20.8,14.79,16.95793574
246,Nikola,Jokic,Nikola Jokic,7,0,7,C,250,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,32.55,7.33,11.78,0.623,0.56,2.22,0.25,5.11,5.78,0.885,1.67,9.11,10.78,9.22,0.44,1.33,2.67,3.56,20.33,224.6,84.79,20.8,14.79,22.69742616
250,DeAndre,Jordan,DeAndre Jordan,6,11,6.916666667,C,265,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,10.1,2,2.44,0.818,0.11,0.11,1,0.56,1.33,0.417,1.22,3.33,4.56,0.44,0.44,0.11,1.56,0.89,4.67,224.6,84.79,20.8,14.79,16.01455773
335,Jamal,Murray,Jamal Murray,6,4,6.333333333,G,207,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,24.1,5.33,12.33,0.432,1.67,4.33,0.385,1,1.44,0.692,0.22,2.22,2.44,3.33,0,0.78,0.44,1.78,13.33,224.6,84.79,20.8,14.79,25.27370246
375,Michael,Porter Jr.,Michael Porter Jr.,6,10,6.833333333,F,210,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,25.88333333,5.33,11.22,0.475,3.22,6.56,0.492,1.33,1.67,0.8,1.56,5.11,6.67,1,0.22,0.56,3.11,1.22,15.22,224.6,84.79,20.8,14.79,21.02839842
390,Davon,Reed,Davon Reed,6,5,6.416666667,G,208,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,4.883333333,0.33,1.22,0.273,0.22,0.56,0.4,0.11,0.22,0.5,0,0.44,0.44,0.11,0,0.33,0.56,0.78,1,224.6,84.79,20.8,14.79,17.73874984
422,Ish,Smith,Ish Smith,6,0,6,G,175,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,2.55,0.22,0.89,0.25,0,0.11,0,0,0,0,0,0.22,0.22,0.22,0.11,0,0.44,0.44,0.44,224.6,84.79,20.8,14.79,21.54734829
3152,Bones,Hyland,Bones Hyland,6,2,6.17,G,169,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,20.9,4.7,11.8,0.398,3.1,6.2,0.5,2.2,2.8,0.786,0.1,2.1,2.2,3.5,0.3,0.6,2,1.9,14.7,224.6,84.79,20.8,14.79,29.51576652
114,Seth,Curry,Seth Curry,6,2,6.166666667,G,185,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,3.2,0.1,0.9,0.111,0.1,0.7,0.143,0,0,0,0,0.2,0.2,0.6,0.1,0.1,0.3,0.1,0.3,237.6,84.1,24.8,12.7,13.78676471
140,Kevin,Durant,Kevin Durant,6,9,6.75,F,240,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,37.2,10.5,20.3,0.517,1.7,5.1,0.333,8.8,9.3,0.946,0.4,5.8,6.2,4.8,2,0.8,2.3,3.5,31.5,237.6,84.1,24.8,12.7,33.07874763
197,Joe,Harris,Joe Harris,6,6,6.5,F-G,218,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,19.1,2,5.3,0.377,1.2,3.8,0.316,0.1,0.3,0.333,0.8,1.9,2.7,1.6,0.3,0.4,1.9,0.3,5.3,237.6,84.1,24.8,12.7,13.23991377
228,Kyrie,Irving,Kyrie Irving,6,3,6.25,G,193,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,31,7.8,17.2,0.453,2.1,7.5,0.28,3.8,4.1,0.927,0.6,3.5,4.1,4.1,0.9,1.2,2.4,1.9,21.5,237.6,84.1,24.8,12.7,29.74952562
319,Patty,Mills,Patty Mills,6,0,6,G,180,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,13.9,2.1,4.4,0.477,1.6,3.5,0.457,1,1,1,0.2,0.5,0.7,0.9,0.1,0.2,0.7,0.3,6.8,237.6,84.1,24.8,12.7,16.31400762
329,Markieff,Morris,Markieff Morris,6,9,6.75,F,245,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,5.2,0.5,1.6,0.313,0.5,1.2,0.417,0,0,0,0.1,1.1,1.2,0.4,0.1,0.2,0.8,0.4,1.5,237.6,84.1,24.8,12.7,16.96832579
351,Royce,O'Neale,Royce O'Neale,6,6,6.5,F,226,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,36.3,3.8,9.6,0.396,2.4,5.9,0.407,0.5,0.6,0.833,0.9,3.3,4.2,3.8,0.7,1.2,3.5,0.9,10.5,237.6,84.1,24.8,12.7,13.08215848
417,Ben,Simmons,Ben Simmons,6,10,6.833333333,G-F,230,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,19.1,1.5,3.4,0.441,0,0.1,0,0.7,1.5,0.467,0.6,3.3,3.9,4.3,0.4,0.7,2.6,1.6,3.7,237.6,84.1,24.8,12.7,13.07360641
432,Edmond,Sumner,Edmond Sumner,6,6,6.5,G,176,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,12,1.4,3.8,0.368,0.3,1.3,0.231,1.7,1.7,1,0.2,1.1,1.3,1.2,0.2,0.5,0.7,1,4.8,237.6,84.1,24.8,12.7,20.39705882
470,Yuta,Watanabe,Yuta Watanabe,6,9,6.75,G,205,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,15.4,2.1,3.4,0.618,1.1,1.9,0.579,0,0.2,0,0.5,1.9,2.4,0.5,0.6,0.3,1,0.3,5.3,237.6,84.1,24.8,12.7,10.85179526
3138,Nic,Claxton,Nic Claxton,6,11,6.92,C,215,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,26.8,5.3,7.4,0.712,0,0.1,0,1,2.6,0.381,2.6,5.7,8.3,1.3,1.8,0.8,2.8,1.4,11.5,237.6,84.1,24.8,12.7,16.36962248
3139,Cam,Thomas,Cam Thomas,6,3,6.25,G,210,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,18.4,2.6,6.8,0.387,0.5,1.5,0.353,2.9,3.5,0.842,0.1,1.5,1.6,2.1,0.2,0.7,0.9,1,8.7,237.6,84.1,24.8,12.7,22.39450128
115,Stephen,Curry,Stephen Curry,6,3,6.25,G,190,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,31.3,9.1,18.7,0.487,4.6,11.1,0.414,5.1,5.4,0.944,0.8,5.5,6.3,6.1,0.1,1.1,1.9,2.6,27.9,234.5,87.3,18,15,32.18669834
131,Donte,DiVincenzo,Donte DiVincenzo,6,4,6.333333333,G,203,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,4.3,0.5,1.1,0.455,0.2,0.6,0.333,0.3,0.4,0.75,0,0.2,0.2,0.3,0,0.1,0.4,0.6,1.5,234.5,87.3,18,15,18.56422462
185,Draymond,Green,Draymond Green,6,7,6.583333333,F,230,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,26.2,3.5,5.7,0.614,0.3,1,0.3,0.7,1.2,0.583,0.7,4.6,5.3,5,0.6,1,3.4,2.2,8,234.5,87.3,18,15,13.68786369
187,JaMychal,Green,JaMychal Green,6,9,6.75,F,227,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,17.1,1.9,4.4,0.432,0.4,1.7,0.235,0.4,0.5,0.8,2.1,2.7,4.8,0.6,0.6,0.9,2.1,1,4.6,234.5,87.3,18,15,13.98468348
282,Kevon,Looney,Kevon Looney,6,9,6.75,F,220,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,23.7,3,4.6,0.652,0,0,0,0.8,1.3,0.615,2.1,3.9,6,3.2,0.2,0.3,3.1,0.2,6.8,234.5,87.3,18,15,9.644952519
443,Klay,Thompson,Klay Thompson,6,7,6.583333333,G,215,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,21.5,4.4,12.1,0.364,2.5,7.6,0.329,0.7,0.8,0.875,0.2,2.1,2.3,2,0.2,0.3,1.2,1.2,12,234.5,87.3,18,15,27.01906124
475,Andrew,Wiggins,Andrew Wiggins,6,8,6.666666667,F-G,194,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,30,6,12.9,0.465,2.1,5.4,0.389,1.6,2.2,0.727,1.6,3.5,5.1,2.6,1.1,1.1,2.7,0.8,15.7,234.5,87.3,18,15,20.80472993
3171,Jordan,Poole,Jordan Poole,6,4,6.33,G,194,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,28.5,5.4,12.7,0.426,2.3,6.7,0.337,3,3.6,0.833,0.3,1.5,1.8,4.5,0.2,1.1,2.3,2.9,16.1,234.5,87.3,18,15,25.65617091
3172,Moses ,Moody,Moses  Moody,6,6,6.5,G,205,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,16.8,2,4.9,0.406,1.1,3.1,0.35,1,1.2,0.813,0.4,1.7,2.1,0.7,0.4,0.5,1,1.2,6.1,234.5,87.3,18,15,16.78748563
3173,Anthony,Lamb,Anthony Lamb,6,6,6.5,G,227,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,21,3.4,5.9,0.585,1.9,3.7,0.5,0,0,0,0.9,2.9,3.7,1.6,0,0.9,2.3,1.1,8.7,234.5,87.3,18,15,14.1837537
3174,Jonathan,Kuminga,Jonathan Kuminga,6,8,6.67,F,210,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,14.1,1.8,4.3,0.426,0.4,1.4,0.267,1.2,1.4,0.867,0.5,1.3,1.8,0.7,0.3,0.3,1.8,1.2,5.2,234.5,87.3,18,15,18.45698674
145,Joel,Embiid,Joel Embiid,7,0,7,F-C,250,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,20.7,5.8,10.9,0.532,0.6,2,0.3,4.1,5.2,0.788,0.8,4.9,5.7,2,0.7,0.3,1.9,2.2,16.3,245.7,83.9,20.9,12.3,34.65954487
192,James,Harden,James Harden,6,5,6.416666667,G,220,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,33.1,6.3,14.3,0.441,2,6,0.333,5.2,5.6,0.929,0.5,5.8,6.3,9,0.6,1,1.8,2.6,19.8,245.7,83.9,20.9,12.3,27.27583807
194,Montrezl,Harrell,Montrezl Harrell,6,8,6.666666667,F-C,240,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,12.2,1.3,2.5,0.52,0,0,0,1.4,2,0.7,0.5,1.5,2,0.5,0.5,0.3,1.2,0.3,4,245.7,83.9,20.9,12.3,14.06368114
200,Tobias,Harris,Tobias Harris,6,9,6.75,F,235,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,33,5.5,11.1,0.495,2.5,5.6,0.446,0.9,1.4,0.643,1.3,5.2,6.5,2.7,0.8,1.4,2.2,0.8,14.4,245.7,83.9,20.9,12.3,17.68327244
260,Furkan,Korkmaz,Furkan Korkmaz,6,7,6.583333333,G-F,190,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,1.6,0.1,0.4,0.25,0.1,0.3,0.333,0,0,0,0.1,0.2,0.3,0.2,0,0,0,0.2,0.3,245.7,83.9,20.9,12.3,17.48406012
313,De'Anthony,Melton,De'Anthony Melton,6,4,6.333333333,G,200,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,21.1,3.5,7.8,0.449,1.4,3.8,0.368,0.4,0.5,0.8,0.6,2.2,2.8,2.7,0.3,1.8,1.3,0.6,8.8,245.7,83.9,20.9,12.3,19.04740578
320,Shake,Milton,Shake Milton,6,6,6.5,G,207,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,6.3,0.9,2.2,0.409,0.1,0.5,0.2,0,0,0,0.3,0.7,1,0.8,0.1,0,1,0.7,1.9,245.7,83.9,20.9,12.3,21.46191506
344,Georges,Niang,Georges Niang,6,8,6.666666667,F,230,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,16.8,2.8,5.9,0.475,2,4.4,0.455,0.2,0.2,1,0.2,1.7,1.9,0.5,0.2,0.1,1.9,0.6,7.8,245.7,83.9,20.9,12.3,18.28333144
450,PJ,Tucker,PJ Tucker,6,6,6.5,F,245,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,28.3,2.3,4.2,0.548,1,2.2,0.455,0.3,0.4,0.75,1.5,2.8,4.3,0.7,0.5,0.5,2.9,1.1,5.9,245.7,83.9,20.9,12.3,9.021692645
2175,Danuel,House Jr.,Danuel House Jr.,6,7,6.583333333,F,220,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,14.8,1,2.7,0.37,0.5,1.6,0.313,0.8,1.1,0.727,0.4,1.4,1.8,0.9,0.1,0.3,1.2,0.6,3.3,245.7,83.9,20.9,12.3,11.92066369
3145,Tyrese,Maxey,Tyrese Maxey,6,2,6.17,G,200,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,37.5,8.4,18.6,0.448,2.9,7,0.408,3.2,4.3,0.75,0.4,3,3.4,4.4,0.2,1.1,2.5,2.1,22.8,245.7,83.9,20.9,12.3,28.08888079
3146,Paul,Reed,Paul Reed,6,9,6.75,F,210,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,7.2,0.3,1.2,0.231,0,0.2,0,0,0,0,0.5,1.2,1.6,0.1,0.5,1,1.8,0.3,0.5,245.7,83.9,20.9,12.3,9.713366731
3147,Matisse,Thybulle,Matisse Thybulle,6,5,6.42,G,201,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,13.1,0.6,2.1,0.296,0.2,1.2,0.188,0.1,0.2,0.333,0.3,1.2,1.5,0.6,0.4,1,1.3,0.2,1.5,245.7,83.9,20.9,12.3,8.499121742
